"scenario","time","state","rate","parameter_a","parameter_b","parameter_c","method","warning"
"logistic_growth",0.95,16.3354571593654,8.20019133198648,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",1,16.7454667259647,8.36481610035649,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",1.05,17.1637075309826,8.5306673813349,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",1.1,17.5902409000493,8.69764509049898,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",1.15,18.0251231545743,8.86564350431914,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",1.2,18.4684053297902,9.03455122532159,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",1.25,18.9201328910563,9.2042511629424,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",1.3,19.3803454492034,9.3746205311393,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",1.35,19.8490764757604,9.54553086381273,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",1.4,20.326353018951,9.7168480490645,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",1.45,20.8121954214043,9.88843238329023,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",1.5,21.3066170405688,10.0601386460605,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",1.55,21.8096239728718,10.2318161966947,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",1.6,22.3212147827065,10.4033090933696,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",1.65,22.841380237375,10.5744562355349,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",1.7,23.3701030491518,10.7450915303232,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",1.75,23.9073576256679,10.9150440835513,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",1.8,24.4531098298455,11.0841384158044,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",1.85,25.0073167506357,11.2521947039817,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",1.9,25.5699264858348,11.4190290485549,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",1.95,26.1408779382625,11.5844537666587,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",2,26.7201006265955,11.748277710985,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",2.05,27.3075145121447,11.9103066143009,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",2.1,27.9030298428597,12.0703434592467,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",2.15,28.5065470158221,12.2281888729016,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",2.2,29.1179564594672,12.3836415454277,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",2.25,29.7371385367385,12.536498671924,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",2.3,30.3639634703347,12.6865564164339,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",2.35,30.9982912911564,12.8336103968656,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",2.4,31.6399718109997,12.9774561893947,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",2.45,32.2888446204695,13.1178898507328,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",2.5,32.9447391130061,13.2547084564595,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",2.55,33.6074745358291,13.387710653439,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",2.6,34.276860068501,13.516697224167,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",2.65,34.9526949297094,13.6414716607296,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",2.7,35.6347685127459,13.7618407459056,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",2.75,36.3228605500411,13.8776151387983,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",2.8,37.0167413069811,13.9886099622609,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",2.85,37.7161718050941,14.0946453892682,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",2.9,38.4209040745575,14.1955472252964,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",2.95,39.1306814358223,14.2911474837025,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",3,39.8452388100075,14.3812849510453,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",3.05,40.5643030575597,14.4658057392625,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",3.1,41.2875933445229,14.5445638216176,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",3.15,42.0148215356037,14.6174215493505,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",3.2,42.7456926130713,14.6842501460157,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",3.25,43.479905120372,14.7449301765639,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",3.3,44.2171516292002,14.799351988322,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",3.35,44.9571192286163,14.8474161211537,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",3.4,45.699490034674,14.8890336842288,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",3.45,46.4439417188855,14.9241266970079,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",3.5,47.1901480537359,14.9526283922405,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",3.55,47.9377794733479,14.9744834789967,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",3.6,48.6865036472977,14.9896483639886,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",3.65,49.4359860654971,14.9980913296901,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",3.7,50.1858906319816,14.9997926680376,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",3.75,50.9358802653835,14.9947447687732,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",3.8,51.6856175038222,14.9829521617848,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",3.85,52.4347651119114,14.9644315130989,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",3.9,53.1829866875664,14.9392115744807,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",3.95,53.9299472662904,14.9073330869051,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",4,54.6753139206357,14.8688486384611,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",4.05,55.4187563525587,14.8238224775496,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",4.1,56.1599474764362,14.7723302825253,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",4.15,56.8985639905625,14.7144588892087,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",4.2,57.6342869350229,14.6503059779624,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",4.25,58.366802233921,14.5799797222707,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",4.3,59.0958012200346,14.5035984009937,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",4.35,59.8209811400842,14.4212899766767,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",4.4,60.5420456389181,14.3331916424818,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",4.45,61.2587052210422,14.2394493404741,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",4.5,61.9706776880659,14.1402172541307,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",4.55,62.6776885507724,14.0356572780577,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",4.6,63.3794714146753,13.9259384679833,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",4.65,64.0757683380745,13.8112364741572,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",4.7,64.7663301617823,13.6917329613194,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",4.75,65.4509168098483,13.5676150184109,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",4.8,66.1292975607688,13.4390745611771,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",4.85,66.8012512888277,13.306307730778,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",4.9,67.4665666753666,13.1695142914498,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",4.95,68.1250423899391,13.0288970301775,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",5,68.7764872414479,12.8846611612305,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",5.05,69.4207202995095,12.7370137382893,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",5.1,70.0575709864239,12.5861630767474,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",5.15,70.6868791402613,12.4323181886173,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",5.2,71.3084950496922,12.2756882323035,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",5.25,71.9222794613073,12.1164819793221,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",5.3,72.5281035602734,11.9549072998656,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",5.35,73.1258489252667,11.7911706689144,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",5.4,73.7154074587124,11.6254766944035,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",5.45,74.2966812934326,11.4580276687522,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",5.5,74.8695826768702,11.2890231448699,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",5.55,75.4340338341137,11.118659537551,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",5.6,75.9899668109913,10.9471297509814,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",5.65,76.5373232985403,10.7746228328925,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",5.7,77.076054440185,10.6013236557128,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",5.75,77.6061206229706,10.4274126249,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",5.8,78.1274912542156,10.2530654144642,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",5.85,78.6401445249388,10.0784527295437,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",5.9,79.144067161416,9.90374009574525,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",5.95,79.6392541662033,9.72908767482722,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",6,80.1257085499446,9.55465010618276,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",6.05,80.6034410552538,9.38057637346565,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",6.1,81.072469873927,9.20700969560338,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",6.15,81.5328203587072,9.034087441353,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",6.2,81.9845247307749,8.86194106647871,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",6.25,82.4276217840988,8.69069607256465,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",6.3,82.862156587727,8.52047198642225,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",6.35,83.2881801870481,8.35138235900769,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",6.4,83.7057493049985,8.18353478273155,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",6.45,84.1149260441351,8.01703092601915,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",6.5,84.5157775904361,7.85196658396531,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",6.55,84.9083759196343,7.68843174392097,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",6.6,85.2927975068304,7.52651066485121,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",6.65,85.6691230400729,7.36628196931283,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",6.7,86.0374371385386,7.20781874691528,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",6.75,86.3978280758843,7.05118866815019,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",6.8,86.7503875092919,6.89645410750131,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",6.85,87.0952102146669,6.74367227477803,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",6.9,87.4323938284058,6.59289535365076,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",6.95,87.7620385960884,6.4441706464052,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",7,88.0842471284086,6.2975407239738,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",7.05,88.3991241646073,6.15304358034642,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",7.1,88.7067763436246,6.01071279050772,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",7.15,89.00731198315,5.8705776710952,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",7.2,89.3008408667048,5.73266344301968,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",7.25,89.5874740388558,5.59699139533752,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",7.3,89.8673236086227,5.46357904971215,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",7.35,90.1405025611083,5.33244032484997,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",7.4,90.4071245773508,5.20358570034274,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",7.45,90.6673038623679,5.07702237939503,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",7.5,90.9211549813376,4.95275444996008,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",7.55,91.1687927038356,4.83078304385166,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",7.6,91.4103318560282,4.71110649344168,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",7.65,91.6458871807003,4.59372048559429,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",7.7,91.87557320498,4.47861821252616,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",7.75,92.0995041156063,4.36579051932028,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",7.8,92.3177936415723,4.2552260478558,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",7.85,92.5305549439651,4.14691137695018,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",7.9,92.7379005128126,4.04083115854157,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",7.95,92.9399420707397,3.9369682497691,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",8,93.1367904832282,3.83530384083645,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",8.05,93.32855567527,3.73581757857017,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",8.1,93.5153465541985,3.63848768560803,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",8.15,93.6972709384789,3.543291075175,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",8.2,93.8744354922377,3.45020346142486,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",8.25,94.0469456653089,3.35919946534395,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",8.3,94.2149056385761,3.27025271623087,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",8.35,94.3784182743876,3.18333594878098,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",8.4,94.5375850718267,3.0984210958188,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",8.45,94.6925061266176,3.01547937673346,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",8.5,94.8432800954543,2.93448138168378,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",8.55,94.9900041645385,2.85539715164885,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",8.6,95.1327740221209,2.77819625440899,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",8.65,95.2716838348414,2.70284785654896,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",8.7,95.4068262276688,2.62932079158171,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",8.75,95.5382922672479,2.55758362429625,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",8.8,95.6661714484627,2.48760471143764,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",8.85,95.7905516840346,2.41935225883053,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",8.9,95.9115192969761,2.35279437506033,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",8.95,96.0291590157291,2.28789912182832,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",9,96.1435539718206,2.2246345610981,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",9.05,96.2547856998755,2.16296879915158,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",9.1,96.362934139833,2.10287002767302,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",9.15,96.4680776412167,2.04430656197914,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",9.2,96.5702929693156,1.98724687651266,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",9.25,96.6696553131413,1.9316596377155,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",9.3,96.766238295027,1.87751373439647,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",9.35,96.8601139817469,1.82477830570615,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",9.4,96.9513528970322,1.77342276683009,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",9.45,97.0400240353737,1.72341683250879,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
"logistic_growth",9.5,97.1261948769991,1.6747305384906,0.6,100,0,"explicit_euler","Logistic growth assumes a fixed carrying capacity and smooth density limitation."
